1;Nazwa;Nazwa_IZFiA;Nazwa.2;Oplaty_biezace;Forma_prawna;TFI;Zarzadzajacy1;Od_kiedy1;Zarzadzajacy2;Od_kiedy2;Zarzadzajacy3;Od_kiedy3;Zarzadzajacy4;Od_kiedy4;Zarzadzajacy5;Od_kiedy5;Data_utworzenia;Pierwsza_wplata;Nastepna_wplata;Wycena;Aktywa;Lokalizacja;Profil;Benchmark;OZZ;OZN;OZU;OZW;TER;
1651;BPS Stabilnego Wzrostu;BPS Stabilnego Wzrostu;;2,21;FIO;BPS;Kacper ¯ak;01.03.2016;Izabela Sajdak;01.08.2017;;;;;;;10.05.2011;100;50;codziennie;14.9;zagraniczne;mieszane polskie;30% WIG + Bloomberg Barclays Series E Poland Govt All& 1 Yr Bond Index + 20% WIBID 3M;2;3;0;0;2.2;
2186;Caspar Akcji Europejskich;Caspar Akcji Europejskich;;4,29;FIO;Caspar Parasolowy;B³a¿ej Bogdziewicz;01.10.2015;;;;;;;;;02.11.2012;1000;100;codziennie;61.4;zagraniczne;akcji ;25% WIG + 25% MSCI Austria Index net USD + 25% MSCI Turkey Index net USD + 12,5% MSCI Hungary Index net USD + 12,5% MSCI Czech Republic Index net USD;3.5;3.5;0;0;4.4;
2188;Caspar Akcji Polskich;Caspar Akcji Polskich;;4,42;FIO;Caspar;Piotr Przedwojski;01.11.2014;;;;;;;;;02.11.2012;1000;100;codziennie;3.7;polskie;akcji ;100% WIG;3.5;3.5;0;0;4.5;
2191;Caspar Globalny;Caspar Globalny;;3,20;FIO;Caspar;Piotr Rojda;01.12.2015;;;;;;;;;15.12.2015;1000;100;codziennie;9.3;zagraniczne;mieszane ;70% MSCI ACWI (w PLN) + 30% WIBOR 12M;1.95;3.5;0;15;3.53;
2192;Caspar Ochrony Kapita³u;Caspar Ochrony Kapita³u;;0,69;FIO;Caspar;B³a¿ej Bogdziewicz;01.12.2014;Wojciech Kseñ;01.07.2015;;;;;;;02.11.2012;1000;100;codziennie;14.6;polskie;d³u¿ne ;100% WIBID 3M;0.75;0;0;0;0.69;
2155;Copernicus Akcji;Subfundusz Akcji;;5,84;FIO;Copernicus;Marcin Bogusz;01.05.2018;;;;;;;;;08.07.2010;500;100;codziennie;0.6;polskie;akcji ;100% WIG, pomniejszone o procentowo wyra¿ony koszt wynagrodzenia sta³ego za zarz¹dzanie;3.25;2;0;20;5.89;
2156;Copernicus D³u¿ny Skarbowy Plus;Subfundusz D³u¿ny Skarbowy Plus;;3,70;FIO;Copernicus;Marcin Bogusz;01.06.2018;;;;;;;;;16.07.2012;500;100;codziennie;2.6;polskie;d³u¿ne ;100% ICE BofAML Poland Government Index;1.2;1;0;0;;
2157;Copernicus Spó³ek Wzrostowych;Subfundusz Spó³ek Wzrostowych;;5,17;FIO;Copernicus;Marcin Bogusz;01.05.2018;;;;;;;;;08.07.2010;500;100;codziennie;1.9;polskie;akcji ;60% WIGdiv + 40% WIG;3.25;2;0;20;5.19;
2158;Credit Agricole Akcji Nowej Europy;Credit Agricole fio Subfundusz Credit Agricole Akcji Nowej Europy;;4,72;FIO;Credit Agricole;Bartosz Dêbowski;01.05.2011;;;;;;;;;13.05.2008;1000;500;codziennie;5.9;zagraniczne;akcji ;40% WIG + 25% BIST 100 + 15% ATX + 7,5% BUX + 7,5% PX + 5% WIBID O/N;3.95;24-36;>36;0;4.91;
2159;Credit Agricole Akcyjny;Credit Agricole fio Subfundusz Credit Agricole Akcyjny;;2,98;FIO;Credit Agricole;Jakub P³otka;01.07.2016;;;;;;;;;03.11.2006;1000;500;codziennie;54;polskie;akcji ;95% WIG + 5% WIBID O/N;2.95;24-36;>36;0;3.05;
2160;Credit Agricole Dynamiczny Polski;Credit Agricole fio Subfundusz Credit Agricole Dynamiczny Polski;;2,83;FIO;Credit Agricole;Pawe³ Pisarczyk;01.12.2014;Jakub P³otka;01.01.2017;;;;;;;26.09.2005;1000;500;codziennie;77;zagraniczne;mieszane polskie;55%WIG + 45% ICE BofAML Poland Government Index (G0PL);2.75;24-36;>36;0;2.86;
2161;Credit Agricole Lokacyjny;Credit Agricole fio Subfundusz Credit Agricole Lokacyjny;;1,97;FIO;Credit Agricole;Pawe³ Pisarczyk;01.12.2014;;;;;;;;;03.11.2006;1000;500;codziennie;62.1;polskie;gotówkowe i pieniê¿ne ;100% WIBID 3M;1.95;24-36;>36;0;1.97;
2162;Credit Agricole Stabilnego Wzrostu;Credit Agricole fio Subfundusz Credit Agricole Stabilnego Wzrostu;;2,28;FIO;Credit Agricole;Micha³ Ho³da;01.01.2016;Jakub P³otka;01.01.2016;;;;;;;05.05.2003;1000;500;codziennie;262;zagraniczne;mieszane polskie;25% WIG + 75% ICE BofAML Poland Government Index (G0PL);2.25;24-36;>36;0;2.3;
3324;DB Fund Dynamiczny;DB Funds FIO (Dynamiczny);Caspar Akcji Tureckich;2,97;FIO;DB Funds;Bartosz Walczak;01.01.2018;;;;;;;;;16.04.2012;100;50;codziennie;1.8;polskie;akcji ;fundusz nie posiada benchmarku;2;2;0;0;3.12;
3325;DB Fund Globalny Zrównowa¿ony;DB Funds FIO (Globalny Zrównowa¿ony);;4,34;FIO;DB Funds;Bartosz Walczak;01.01.2018;;;;;;;;;16.04.2012;100;50;codziennie;1.4;zagraniczne;mieszane ;fundusz nie posiada benchmarku;1.3;1.5;0;0;2.2;
3326;DB Fund Instrumentów D³u¿nych;DB Funds FIO (Instrumentów D³u¿nych);;9,59;FIO;DB Funds;Bartosz Walczak;01.01.2018;;;;;;;;;16.04.2012;100;50;codziennie;2.6;polskie;d³u¿ne ;fundusz nie posiada benchmarku;0.5;0.5;0;0;1.57;
3131;DELTA;KBC DELTA;;4,12;SFIO;GAMMA;Karol Chrystowski;01.05.2018;Robert Florczykowski;01.05.2018;Jacek Lichocki;01.05.2018;Rafa³ Matulewicz;01.05.2018;Lech Mularzuk;01.05.2018;29.07.2011;160000;1000;codziennie;1.4;polskie;d³u¿ne ;70% Bloomberg/Poland Local Sovereign + 30% WIBID 3M, pomniejszone o koszty sta³e funduszu;0.99;0.8;0;0;3.77;
NA;Energia Agresywny Absolutnej Stopy Zwrotu;;;4,00;SFIO;Energia Emerytura;Bogdan Jacaszek;01.12.2017;Piotr Lubczyñski;01.12.2017;Piotr Zygmunt;01.12.2017;;;;;06.12.2017;1000000;1000000;codziennie;10;zagraniczne;absolutnej stopy zwrotu;fundusz nie posiada benchmarku;4;0;0;0;;
NA;Energia Ochrony Absolutnej Stopy Zwrotu;;;2,00;SFIO;Energia Emerytura;Bogdan Jacaszek;01.12.2017;Piotr Lubczyñski;01.12.2017;Piotr Zygmunt;01.12.2017;;;;;06.12.2017;1000000;1000000;codziennie;10;zagraniczne;absolutnej stopy zwrotu;fundusz nie posiada benchmarku;2;0;0;0;;
NA;Energia P³ynnoœciowy;;;1,5;SFIO;Energia Emerytura;Bogdan Jacaszek;01.12.2017;Piotr Lubczyñski;01.12.2017;Piotr Zygmunt;01.12.2017;;;;;06.12.2017;1000000;1000000;codziennie;30.1;polskie;gotówkowe i pieniê¿ne ;fundusz nie posiada benchmarku;1.5;0;0;0;;
2193;Eques Akcji;Subfundusz EQUES Akcji SFIO;;6,90;SFIO;Eques;Andrzej Domañski;01.12.2016;Jakub Liebhart;01.04.2017;;;;;;;17.05.2012;100000;10000;tygodniowo;2.4;polskie;akcji ;90% WIG + 10% WIBOR 3M;4.25;3.5;0;10;7.93;
2194;Eques Aktywnej Alokacji;Subfundusz Eques Aktywnej Alokacji SFIO;;5,47;SFIO;Eques;Jakub Liebhart;01.02.2015;Andrzej Domañski;01.12.2016;;;;;;;17.05.2012;100000;10000;tygodniowo;0.6;zagraniczne;mieszane polskie;fundusz nie posiada benchmarku;4;3.25;0;10;5.8;
2195;Eques Obligacji;Subfundusz EQUES Obligacji SFIO;;1,98;SFIO;Eques;Andrzej Domañski;01.12.2016;Jakub Liebhart;01.04.2017;;;;;;;17.05.2012;100000;10000;tygodniowo;2;polskie;d³u¿ne ;100% Bloomberg/EFFAS Bond Indices Poland Liquid All & 1 Yr;1.75;0.75;0;5;2.11;
2196;Eques Pieniê¿ny;Subfundusz EQUES Pieniê¿ny SFIO;;1,47;SFIO;Eques;Andrzej Domañski;01.12.2016;Jakub Liebhart;01.04.2017;;;;;;;17.05.2012;100000;10000;tygodniowo;1.9;polskie;d³u¿ne ;100% WIBOR 3M;0.9;0;0;0;1.47;
3157;Esaliens Akcji Azjatyckich;Esaliens Akcji Azjatyckich;;4,10;SFIO;Esaliens;Pawe³ Dolegacz;01.10.2015;Krzysztof Socha;01.10.2015;Mieszko ¯akiewicz;01.10.2015;Tomasz P³atek;01.10.2015;Piotr RzeŸniczak;01.10.2015;09.10.2015;100;100;codziennie;12.3;zagraniczne;akcji ;fundusz nie posiada benchmarku;2.5;5.25;0;0;3.18;
3151;Esaliens Akcji;Esaliens Parasol FIO Subfundusz Akcji;;3,61;FIO;Esaliens;Zenon £yœ;01.06.2000;Pawe³ Dolegacz;01.05.2001;Mieszko ¯akiewicz;01.03.2007;Piotr RzeŸniczak;01.09.2007;Tomasz P³atek;01.10.2007;04.01.1999;100;100;codziennie;826.7;polskie;akcji ;100% WIG;3.5;4;0;0;3.26;
3158;Esaliens Amerykañskich Spó³ek Wzrostowych;Esaliens Amerykañskich Spó³ek Wzrostowych;;3,30;SFIO;Esaliens;Pawe³ Dolegacz;01.10.2015;Zenon £yœ;01.10.2015;Krzysztof Socha;01.10.2015;Mieszko ¯akiewicz;01.10.2015;Tomasz P³atek;01.10.2015;09.10.2015;100;100;codziennie;3.2;zagraniczne;akcji ;fundusz nie posiada benchmarku;2.5;5.25;0;0;2.55;
3152;Esaliens CEE Select;Esaliens Parasol FIO Subfundusz CEE Select;;4,63;FIO;Esaliens;Pawe³ Dolegacz;01.09.2014;Zenon £yœ;01.09.2014;Tomasz P³atek;01.09.2014;Piotr RzeŸniczak;01.09.2014;Krzysztof Socha;01.09.2014;01.09.2014;100;100;codziennie;3.8;zagraniczne;akcji ;20% WIG + 10% PX + 10% BUX + 20% RTSI$ + 20% XU100 + 20% ATX;3.5;4;0;20;0.96;
3159;Esaliens Europejskich Spó³ek Dywidendowych;;;3,45;SFIO;Esaliens;Krzysztof Socha;01.03.2017;Pawe³ Dolegacz;01.03.2017;Zenon £yœ;01.03.2017;Tomasz P³atek;01.03.2017;Piotr RzeŸniczak;01.03.2017;09.03.2017;100;100;codziennie;0.3;zagraniczne;akcji ;fundusz nie posiada benchmarku;2.5;5.25;0;0;2.53;
3160;Esaliens Globalnych Papierów D³u¿nych;Esaliens Globalnych Papierów D³u¿nych;;3,10;SFIO;Esaliens;Krzysztof Socha;01.10.2015;Mieszko ¯akiewicz;01.10.2015;Tomasz P³atek;01.10.2015;Piotr RzeŸniczak;01.10.2015;Pawe³ Dolegacz;01.10.2015;09.10.2015;100;100;codziennie;20;zagraniczne;d³u¿ne ;fundusz nie posiada benchmarku;2;2.5;0;0;2.47;
3161;Esaliens Globalnych Zasobów;;;5,33;SFIO;Esaliens;Tomasz P³atek;01.09.2016;Piotr RzeŸniczak;01.09.2016;Pawe³ Dolegacz;01.09.2016;Zenon £yœ;01.09.2016;Krzysztof Socha;01.09.2016;19.09.2016;100;100;codziennie;1.6;zagraniczne;rynku surowców;fundusz nie posiada benchmarku;2.7;5.25;0;0;2.73;
7505;Esaliens Makrostrategii Papierów D³u¿nych;;;3,50;SFIO;Esaliens;Piotr RzeŸniczak;01.07.2017;Krzysztof Socha;01.07.2017;Mieszko ¯akiewicz;01.07.2017;Pawe³ Dolegacz;01.07.2017;Zenon £yœ;01.07.2017;20.07.2017;100;100;codziennie;12.6;zagraniczne;absolutnej stopy zwrotu;fundusz nie posiada benchmarku;1.9;0;0;0;;
3162;Esaliens Ma³ych Spó³ek Amerykañskich;Esaliens Ma³ych Spó³ek Amerykañskich;;3,39;SFIO;Esaliens;Pawe³ Dolegacz;01.10.2015;Zenon £yœ;01.10.2015;Mieszko ¯akiewicz;01.10.2015;Tomasz P³atek;01.10.2015;Piotr RzeŸniczak;01.10.2015;09.10.2015;100;100;codziennie;3.6;zagraniczne;akcji ;fundusz nie posiada benchmarku;2.5;5.25;0;0;2.49;
3153;Esaliens Obligacji;Esaliens Parasol FIO Subfundusz Obligacji;;1,58;FIO;Esaliens;Pawe³ Dolegacz;01.12.2013;Krzysztof Socha;01.12.2013;Zenon £yœ;01.12.2013;Tomasz P³atek;01.12.2013;Piotr RzeŸniczak;01.12.2013;04.01.1999;100;100;codziennie;165.2;polskie;d³u¿ne ;100% Citigroup Poland Government Bond Index All Maturities Local Terms;1.5;1;0;0;1.38;
3163;Esaliens Okazji Rynkowych;Esaliens Okazji Rynkowych;;3,33;SFIO;Esaliens;Pawe³ Dolegacz;01.10.2015;Zenon £yœ;01.10.2015;Mieszko ¯akiewicz;01.10.2015;Tomasz P³atek;01.10.2015;Piotr RzeŸniczak;01.10.2015;09.10.2015;100;100;codziennie;4;zagraniczne;akcji ;fundusz nie posiada benchmarku;2.5;5.25;0;0;2.56;
3154;Esaliens Pieniê¿ny;Esaliens Parasol FIO Subfundusz Pieniê¿ny;;0,85;FIO;Esaliens;Zenon £yœ;01.06.2000;Pawe³ Dolegacz;01.05.2001;Mieszko ¯akiewicz;01.03.2007;Piotr RzeŸniczak;01.09.2007;Tomasz P³atek;01.10.2007;04.01.1999;100;100;codziennie;569.8;polskie;gotówkowe i pieniê¿ne ;100% JP Morgan Emerging Local Markets Index Plus (ELMI+) Poland;0.8;0;0;0;0.82;
3164;Esaliens Senior FIO;Esaliens Senior FIO;;2,57;FIO;Esaliens;Zenon £yœ;01.06.2000;Pawe³ Dolegacz;01.05.2001;Mieszko ¯akiewicz;01.03.2007;Piotr RzeŸniczak;01.09.2007;Tomasz P³atek;01.10.2007;12.04.1999;100;100;codziennie;1060.3;zagraniczne;mieszane polskie;80% Citigroup Poland Government Bond Index 1 to 3 Year Local Terms + 20% WIG;2.5;3;0;0;1.26;
3155;Esaliens Stabilny;Esaliens Parasol FIO Subfundusz Stabilny;;3,16;FIO;Esaliens;Zenon £yœ;01.09.2014;Pawe³ Dolegacz;01.09.2014;Piotr RzeŸniczak;01.09.2014;Tomasz P³atek;01.09.2014;Krzysztof Socha;01.09.2014;01.09.2014;100;100;codziennie;68.6;zagraniczne;mieszane polskie;65% Citigroup Poland Government Bond Index 1 to 3 Year Local Terms + 35% WIG;2.6;3;0;10;1.75;
3156;Esaliens Strateg;Esaliens Parasol FIO Subfundusz Strateg;;3,67;FIO;Esaliens;Krzysztof Socha;01.07.2011;Tomasz P³atek;01.07.2011;Piotr RzeŸniczak;01.07.2011;Mieszko ¯akiewicz;01.07.2011;Pawe³ Dolegacz;01.07.2011;04.01.1999;100;100;codziennie;118.1;zagraniczne;mieszane polskie;50% WIG + 50% Citigroup Poland Goverment Bond Index 1 to 3 Year Local Terms;3.5;4;0;0;2.81;
NA;Franklin Elastycznego Dochodu;;;1,50;FIO;Franklin Templeton;Micha³ Oleszkiewicz;01.03.2016;;;;;;;;;02.03.2016;1000;100;codziennie;64;polskie;d³u¿ne ;fundusz nie posiada benchmarku;1.2;2;0;0;1.5;
NA;Franklin Zdywersyfikowany Akcji;;;4,00;FIO;Franklin Templeton;Krzysztof Musialik;01.03.2016;;;;;;;;;02.03.2016;1000;100;codziennie;14;polskie;akcji ;fundusz nie posiada benchmarku;3.2;5;0;0;3.98;
NA;Franklin Zmiennej Alokacji;;;2,63;FIO;Franklin Templeton;Matthias Hoppe;01.03.2016;Marzena Hofrichter;01.10.2016;;;;;;;02.03.2016;1000;100;codziennie;32;zagraniczne;mieszane ;fundusz nie posiada benchmarku;2.1;3.5;0;0;2.4;
3135;GAMMA Akcji Ma³ych i Œrednich Spó³ek;KBC Subfundusz Akcji Ma³ych i Œrednich Spó³ek;;4,61;FIO;GAMMA;Artur Ratyñski;01.05.2018;Karol Chrystowski;01.05.2018;Robert Florczykowski;01.05.2018;Jacek Lichocki;01.05.2018;Rafa³ Matulewicz;01.05.2018;27.09.2007;500;100;codziennie;28.7;polskie;akcji ;60% mWIG40 + 30% sWIG80 + 10% WIBID O/N, pomniejszone o koszty sta³e funduszu (w tym op³ata za zarz¹dzanie);4;>12;9 999.90;0;4.61;
3136;GAMMA Akcyjny;KBC Subfundusz AKCYJNY;;4,47;FIO;GAMMA;Remigiusz Nawrat;01.05.2018;Karol Chrystowski;01.05.2018;Rafa³ Matulewicz;01.05.2018;Lech Mularzuk;01.05.2018;Rados³aw Pela;01.05.2018;25.10.2006;500;100;codziennie;45.7;polskie;akcji ;50% WIG20 + 40% mWIG40 + 10% EuroStoxx 50, pomniejszone o koszty sta³e funduszu (w tym op³ata za zarz¹dzanie);4;4;0;0;4.47;
3137;GAMMA Aktywny;KBC Subfundusz Aktywny;;4,37;FIO;GAMMA;Karol Chrystowski;01.05.2018;Robert Florczykowski;01.05.2018;Jacek Lichocki;01.05.2018;Rafa³ Matulewicz;01.05.2018;Lech Mularzuk;01.05.2018;26.07.2002;500;100;codziennie;32;zagraniczne;mieszane polskie;25% Bloomberg/Poland Local Sovereign + 25% WIG20 + 20% mWIG40 + 25% WIBID 3M + 5% EuroStoxx 50, pomniejszone o koszty sta³e funduszu (w tym op³ata za zarz¹dzanie);2.5;3;0;0;4.37;
3132;GAMMA;KBC GAMMA;;,00;SFIO;GAMMA;Artur Ratyñski;01.09.2017;Karol Chrystowski;01.05.2018;Robert Florczykowski;01.05.2018;Jacek Lichocki;01.05.2018;Rafa³ Matulewicz;01.05.2018;29.03.2001;160000;1000;codziennie;1407.9;polskie;gotówkowe i pieniê¿ne ;100% (WIBID 3M + 0,25%), pomniejszone o koszty sta³e funduszu (w tym op³ata za zarz¹dzanie);0.79;0.8;0;0;1;
3138;GAMMA Globalny Akcyjny;KBC Subfundusz Globalny Akcyjny;;4,48;FIO;GAMMA;Karol Chrystowski;01.05.2018;Robert Florczykowski;01.05.2018;Jacek Lichocki;01.05.2018;Rafa³ Matulewicz;01.05.2018;Lech Mularzuk;01.05.2018;31.03.2011;500;100;codziennie;6;zagraniczne;akcji ;fundusz nie posiada benchmarku;3;4;0;0;4.61;
3139;GAMMA Globalny Obligacyjny;KBC Subfundusz Globalny Obligacyjny;;2,79;FIO;GAMMA;Karol Chrystowski;01.05.2018;Robert Florczykowski;01.05.2018;Jacek Lichocki;01.05.2018;Rafa³ Matulewicz;01.05.2018;Lech Mularzuk;01.05.2018;04.04.2012;500;100;codziennie;4;zagraniczne;d³u¿ne ;fundusz nie posiada benchmarku;1;1.5;0;0;2.9;
3140;GAMMA Obligacji Korporacyjnych;KBC Subfundusz Obligacji Korporacyjnych;;1,67;FIO;GAMMA;Karol Chrystowski;01.05.2018;Robert Florczykowski;01.05.2018;Jacek Lichocki;01.05.2018;Rafa³ Matulewicz;01.05.2018;Lech Mularzuk;01.05.2018;11.05.2011;500;100;codziennie;58.4;polskie;d³u¿ne ;100% WIBOR 6M, pomniejszone o koszty sta³e (w tym op³ata za zarz¹dzanie);1.3;0.75;0;0;1.67;
3141;GAMMA Papierów D³u¿nych;KBC Subfundusz Papierów D³u¿nych;;1,75;FIO;GAMMA;Artur Ratyñski;01.03.2012;Karol Chrystowski;01.05.2018;Robert Florczykowski;01.05.2018;Jacek Lichocki;01.05.2018;Rafa³ Matulewicz;01.05.2018;20.12.2001;500;100;codziennie;95.8;polskie;d³u¿ne ;70% Bloomberg/Poland Local Sovereign + 30% (WIBID 3M + 0,25%), pomniejszone o koszty sta³e funduszu;1.4;0.75;0;0;1.75;
3142;GAMMA Pieniê¿ny;KBC Subfundusz Pieniê¿ny;;1,18;FIO;GAMMA;Artur Ratyñski;01.01.2012;Karol Chrystowski;01.05.2018;Robert Florczykowski;01.05.2018;Jacek Lichocki;01.05.2018;Rafa³ Matulewicz;01.05.2018;26.07.2002;500;100;codziennie;409.1;polskie;gotówkowe i pieniê¿ne ;100% (WIBID 3M + 0,25%), pomniejszone o koszty sta³e funduszu (w tym op³ata za zarz¹dzanie);0.9;0;0;0;1.18;
3144;GAMMA Portfel Akcji Œrednich Spó³ek;KBC PORTFEL AKCJI ŒREDNICH SPÓ£EK SFIO;;5,84;FIO;GAMMA;Karol Chrystowski;01.05.2018;Robert Florczykowski;01.05.2018;Jacek Lichocki;01.05.2018;Rafa³ Matulewicz;01.05.2018;Lech Mularzuk;01.05.2018;19.11.2007;500;100;codziennie;3.2;polskie;akcji ;70% mWIG40 + 30% sWIG80, pomniejszone o koszty sta³e;4;4;0;0;5.2;
3145;GAMMA Portfel Akcyjny;KBC PORTFEL AKCYJNY SFIO;;4,72;FIO;GAMMA;Karol Chrystowski;01.05.2018;Robert Florczykowski;01.05.2018;Jacek Lichocki;01.05.2018;Rafa³ Matulewicz;01.05.2018;Lech Mularzuk;01.05.2018;03.04.2006;500;100;codziennie;9.7;polskie;akcji ;70% WIG20 + 30% EuroStoxx 50, pomniejszone o koszty sta³e;4;4;0;0;4.72;
3146;GAMMA Portfel Obligacyjny;KBC PORTFEL OBLIGACYJNY SFIO;;2,04;FIO;GAMMA;Karol Chrystowski;01.05.2018;Robert Florczykowski;01.05.2018;Jacek Lichocki;01.05.2018;Rafa³ Matulewicz;01.05.2018;Lech Mularzuk;01.05.2018;03.04.2006;500;100;codziennie;7.5;polskie;d³u¿ne ;70% Bloomberg/Poland Local Sovereign + 30% WIBID 3M + 0,25% p.a., pomniejszone o koszty sta³e funduszu;1.35;4;0;0;2.04;
3147;GAMMA Portfel Pieniê¿ny;KBC PORTFEL PIENIÊ¯NY SFIO;;1,63;FIO;GAMMA;Karol Chrystowski;01.05.2018;Robert Florczykowski;01.05.2018;Jacek Lichocki;01.05.2018;Rafa³ Matulewicz;01.05.2018;Lech Mularzuk;01.05.2018;03.04.2006;500;100;codziennie;8.1;polskie;gotówkowe i pieniê¿ne ;100% WIBID 3M + 0,25% p.a., pomniejszone o koszty sta³e;0.9;4;0;0;1.63;
3143;GAMMA Stabilny;KBC Subfundusz Stabilny;;2,93;FIO;GAMMA;Karol Chrystowski;01.05.2018;Robert Florczykowski;01.05.2018;Jacek Lichocki;01.05.2018;Rafa³ Matulewicz;01.05.2018;Lech Mularzuk;01.05.2018;20.12.2001;500;100;codziennie;63.1;zagraniczne;mieszane polskie;50% Bloomberg/Poland Local Sovereign + 20% WIBID 3M + 15% WIG20 + 12% mWIG40 + 3% EuroStoxx 50 pomniejszone o koszty sta³e (w tym koszty zarz¹dzania);2.5;2.5;0;0;2.93;
1467;ING BSK Indeks MSCI EMU;ING BSK Indeks MSCI EMU;;1,84;SFIO;ING BSK Fundusze Indeksowe;Rafa³ Bogus³awski;01.11.2015;£ukasz Œliwka;01.03.2017;Hubert Kmiecik;01.11.2017;;;;;23.11.2015;100;50;codziennie;5.5;zagraniczne;akcji ;100% MSCI EMU;1.6;0;0;0;1.85;
1468;ING BSK Indeks S&P 500;ING BSK Indeks S&P 500;;1,84;SFIO;ING BSK Fundusze Indeksowe;Rafa³ Bogus³awski;01.11.2015;£ukasz Œliwka;01.03.2017;Hubert Kmiecik;01.11.2017;;;;;23.11.2015;100;50;codziennie;12.3;zagraniczne;akcji ;100% S&P 500;1.6;0;0;0;1.85;
1469;ING BSK Indeks WIG 20;ING BSK Indeks WIG 20;;1,85;SFIO;ING BSK Fundusze Indeksowe;Rafa³ Bogus³awski;01.11.2015;£ukasz Œliwka;01.03.2017;Hubert Kmiecik;01.11.2017;;;;;23.11.2015;100;50;codziennie;10.9;polskie;akcji ;100% WIG20;1.6;0;0;0;1.85;
NA;ING Pakiet Dynamiczny;ING Subfundusz Pakiet Dynamiczny;;3,65;SFIO;ING Konto Funduszowe;Rados³aw Sosna;01.04.2018;;;;;;;;;20.02.2015;100;50;codziennie;16.9;zagraniczne;mieszane ;fundusz nie posiada benchmarku;2.65;0;0;0;2.87;
NA;ING Pakiet Ostro¿ny;ING Subfundusz Pakiet Ostro¿ny;;1,13;SFIO;ING Konto Funduszowe;Rados³aw Sosna;01.04.2018;;;;;;;;;20.02.2015;100;50;codziennie;111.5;zagraniczne;d³u¿ne ;fundusz nie posiada benchmarku;0.8;0;0;0;1.04;
NA;ING Pakiet Umiarkowany;ING Subfundusz Pakiet Umiarkowany;;2,82;SFIO;ING Konto Funduszowe;Rados³aw Sosna;01.04.2018;;;;;;;;;20.02.2015;100;50;codziennie;48.5;zagraniczne;mieszane ;fundusz nie posiada benchmarku;2.2;0;0;0;2.28;
2846;Investor Akcji;Investor Akcji;;2,88;FIO;Investor;Maciej Chudzik;01.07.2011;;;;;;;;;05.01.1998;50;50;codziennie;221.7;polskie;akcji ;90% WIG + 10% WIBID 6M;2.8;5;0;25;4.16;
2854;Investor Akcji Rynków Wschodz¹cych;Investor Akcji Rynków Wschodz¹cych;;5,56;SFIO;Investor;Jaros³aw Niedzielewski;01.03.2015;;;;;;;;;16.03.2015;50;50;codziennie;1.6;zagraniczne;akcji ;90% MSCI Emerging Markets + 10% WIBID 6M;4;5;0;25;4.98;
2847;Investor Akcji Spó³ek Dywidendowych;Investor Akcji Spó³ek Dywidendowych;;4,09;FIO;Investor;Grzegorz Czekaj;01.07.2016;;;;;;;;;05.01.1998;50;50;codziennie;141.8;polskie;akcji ;90% WIG + 10% WIBID 6M;4;5;0;0;3.7;
2855;Investor Akcji Spó³ek Wzrostowych;Investor Akcji Spó³ek Wzrostowych;;4,64;SFIO;Investor;Maciej Chudzik;01.03.2015;;;;;;;;;16.03.2015;50;50;codziennie;15.5;zagraniczne;akcji ;90% WIG + 10% WIBID 6M;4;5;0;25;7.34;
2856;Investor Ameryka £aciñska;Investor Ameryka £aciñska;;4,90;SFIO;Investor;Miko³aj Stêpniewski;01.03.2015;;;;;;;;;07.10.2008;50;50;codziennie;8.5;zagraniczne;akcji ;90% MSCI EM LATIN AMERICA (przeliczony na polsk¹ walutê) + 10% WIBID 6M;4;5;0;0;4.22;
2858;Investor Bezpiecznego Wzrostu;Investor Bezpiecznego Wzrostu;;1,01;SFIO;Investor;Jaros³aw Niedzielewski;01.12.2016;Miko³aj Stêpniewski;01.01.2017;;;;;;;16.03.2015;50;50;codziennie;210.1;zagraniczne;mieszane polskie;100% WIBID 6M;1;0;0;10;1;
2857;Investor BRIC;Investor BRIC;;4,74;SFIO;Investor;Miko³aj Stêpniewski;01.03.2015;;;;;;;;;28.01.2008;50;50;codziennie;15.8;zagraniczne;akcji ;90% MSCI EM BRIC (przeliczony na polsk¹ walutê) + 10% WIBID 6M;4;5;0;0;4.06;
2859;Investor Gold Otwarty;Investor Gold Otwarty;;4,35;SFIO;Investor;Miko³aj Stêpniewski;01.03.2015;;;;;;;;;07.10.2008;50;50;codziennie;266.3;zagraniczne;rynku surowców;90% Gold (przeliczony na polsk¹ walutê) + 10% WIBID 6M;4;5;0;0;4.05;
2860;Investor Gotówkowy;Investor Gotówkowy;;0,99;SFIO;Investor;Miko³aj Stêpniewski;01.03.2015;;;;;;;;;28.01.2008;50;50;codziennie;50.6;polskie;gotówkowe i pieniê¿ne ;100% WIBID 3M, pomniejszone o stopê rezerwy obowi¹zkowej, pomniejszonej o bie¿¹c¹ stopê wynagrodzenia za zarz¹dzanie subfunduszem;0.8;0;0;0;0.99;
2861;Investor Indie i Chiny;Investor Indie i Chiny;;4,59;SFIO;Investor;Miko³aj Stêpniewski;01.03.2015;;;;;;;;;07.10.2008;50;50;codziennie;32.7;zagraniczne;akcji ;45% MSCI INDIA (przeliczony na polsk¹ walutê) + 45% MSCI CHINA (przeliczony na polsk¹ walutê) + 10% WIBID 6M;4;5;0;0;4.13;
